ApplicationDocsID,ApplicationDocsTypeID,ApplNo,SubmissionType,SubmissionNo,ApplicationDocsTitle,ApplicationDocsURL,ApplicationDocsDate,UnparsedExtraFields,screening_status
1,1,004782,SUPPL     ,125,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/04782slr125ltr.pdf,2003-07-28 00:00:00,[],Unscreened Stage B index row
2,1,004782,SUPPL     ,128,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/04782slr128ltr.pdf,2002-11-27 00:00:00,[],Unscreened Stage B index row
3,1,004782,SUPPL     ,130,0,"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/04782se2-115,slr130ltr.pdf",2003-05-16 00:00:00,[],Unscreened Stage B index row
4,1,004782,SUPPL     ,138,0,"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2005/004782s138,139ltr.pdf",2005-04-12 00:00:00,[],Unscreened Stage B index row
5,1,004782,SUPPL     ,141,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2005/004782s141ltr.pdf,2005-08-04 00:00:00,[],Unscreened Stage B index row
6,1,004782,SUPPL     ,142,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2005/004782s142ltr.pdf,2005-11-03 00:00:00,[],Unscreened Stage B index row
7,1,004782,SUPPL     ,147,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/04782s147_ltr.pdf,2006-09-18 00:00:00,[],Unscreened Stage B index row
8,1,004782,SUPPL     ,164,0,"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/004782s162,s164,s0167ltr.pdf",2011-10-31 00:00:00,[],Unscreened Stage B index row
9,1,004782,SUPPL     ,167,0,"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/004782s162,s164,s0167ltr.pdf",2011-10-31 00:00:00,[],Unscreened Stage B index row
10,1,004782,SUPPL     ,171,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2014/004782Orig1s171ltr.pdf,2014-12-04 00:00:00,[],Unscreened Stage B index row
11,1,005010,SUPPL     ,47,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/05010slr047ltr.pdf,2003-03-10 00:00:00,[],Unscreened Stage B index row
12,1,005010,SUPPL     ,49,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2009/005010s049ltr.pdf,2009-03-10 00:00:00,[],Unscreened Stage B index row
13,1,005010,SUPPL     ,50,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/005010s050ltr.pdf,2011-04-13 00:00:00,[],Unscreened Stage B index row
14,1,005213,SUPPL     ,37,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2009/005213s037ltr.pdf,2009-01-30 00:00:00,[],Unscreened Stage B index row
15,1,005378,SUPPL     ,27,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2013/005378Orig1s027ltr.pdf,2013-08-27 00:00:00,[],Unscreened Stage B index row
16,1,005619,SUPPL     ,16,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/05619s16ltr.pdf,2004-05-27 00:00:00,[],Unscreened Stage B index row
17,1,005856,SUPPL     ,20,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2009/005856s020ltr.pdf,2009-04-29 00:00:00,[],Unscreened Stage B index row
18,1,005929,SUPPL     ,32,0,"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/05929slr032,033and20148slr007,008ltr.pdf",2003-07-31 00:00:00,[],Unscreened Stage B index row
19,1,005939,SUPPL     ,7,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2007/05939s007Ltr.pdf,2007-04-25 00:00:00,[],Unscreened Stage B index row
20,1,006002,SUPPL     ,39,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/06002slr039ltr.pdf,2003-06-22 00:00:00,[],Unscreened Stage B index row
21,1,006002,SUPPL     ,42,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2009/006002s042ltr.pdf,2009-06-17 00:00:00,[],Unscreened Stage B index row
22,1,006035,SUPPL     ,72,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/06035slr072ltr.pdf,2004-03-02 00:00:00,[],Unscreened Stage B index row
23,1,006035,SUPPL     ,73,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/06035slr073ltr.pdf,2003-10-09 00:00:00,[],Unscreened Stage B index row
24,1,006134,SUPPL     ,28,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/06134s028ltr.pdf,2006-12-04 00:00:00,[],Unscreened Stage B index row
25,1,006134,SUPPL     ,32,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2013/006134Orig1s032ltr.pdf,2013-04-16 00:00:00,[],Unscreened Stage B index row
26,1,006134,SUPPL     ,35,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2014/006134Orig1s035ltr.pdf,2014-04-17 00:00:00,[],Unscreened Stage B index row
27,1,006134,SUPPL     ,36,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2014/006134Orig1s036ltr.pdf,2014-08-20 00:00:00,[],Unscreened Stage B index row
28,1,006134,SUPPL     ,39,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2016/006134Orig1s039ltr.pdf,2016-04-22 00:00:00,[],Unscreened Stage B index row
29,1,006188,SUPPL     ,21,0,"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/006188s021,s022ltr.pdf",2011-07-29 00:00:00,[],Unscreened Stage B index row
30,1,006695,SUPPL     ,30,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/06695slr030ltr.pdf,2003-03-26 00:00:00,[],Unscreened Stage B index row
31,1,006773,SUPPL     ,36,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/06773slr036ltr.pdf,2003-07-06 00:00:00,[],Unscreened Stage B index row
32,1,006882,SUPPL     ,33,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/06882slr033ltr.pdf,2003-06-08 00:00:00,[],Unscreened Stage B index row
33,1,006927,SUPPL     ,21,0,"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/06927slr030,09112slr021ltr.pdf",2004-06-03 00:00:00,[],Unscreened Stage B index row
34,1,007073,SUPPL     ,126,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2013/007073Orig1s126ltr.pdf,2013-07-22 00:00:00,[],Unscreened Stage B index row
35,1,007337,SUPPL     ,29,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/07337slr029ltr.pdf,2004-06-15 00:00:00,[],Unscreened Stage B index row
36,1,007337,SUPPL     ,43,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/07337s043LTR.pdf,2006-08-21 00:00:00,[],Unscreened Stage B index row
37,1,007337,SUPPL     ,46,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2010/007337s046ltr.pdf,2010-07-30 00:00:00,[],Unscreened Stage B index row
38,1,007409,SUPPL     ,42,0,"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2013/007409Orig1s042,008370Orig1s033ltr.pdf",2013-01-15 00:00:00,[],Unscreened Stage B index row
39,1,007638,SUPPL     ,32,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/007638s032ltr.pdf,2006-01-30 00:00:00,[],Unscreened Stage B index row
40,1,007638,SUPPL     ,33,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2008/007638s033ltr.pdf,2008-02-07 00:00:00,[],Unscreened Stage B index row
41,1,007935,SUPPL     ,25,0,"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/07935slr025,026,028ltr.pdf",2002-12-26 00:00:00,[],Unscreened Stage B index row
42,1,007935,SUPPL     ,28,0,"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/07935slr025,026,028ltr.pdf",2002-12-26 00:00:00,[],Unscreened Stage B index row
43,1,007935,SUPPL     ,30,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/07935s030ltr.pdf,2004-11-15 00:00:00,[],Unscreened Stage B index row
44,1,007961,SUPPL     ,28,0,"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/007409s041,007961s028,008370s032ltr.pdf",2011-08-02 00:00:00,[],Unscreened Stage B index row
45,1,000793,SUPPL     ,25,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2007/000793s025ltr.pdf,2007-10-04 00:00:00,[],Unscreened Stage B index row
46,1,001546,SUPPL     ,11,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/1546s011.pdf,2002-04-24 00:00:00,[],Unscreened Stage B index row
47,1,003444,SUPPL     ,20,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/03444slr020ltr.pdf,2003-11-25 00:00:00,[],Unscreened Stage B index row
48,1,004782,SUPPL     ,93,0,http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/04782s093_premarin_appltrs.pdf,1998-09-08 00:00:00,[],Unscreened Stage B index row
49,1,004782,SUPPL     ,115,0,"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/04782se2-115,slr130ltr.pdf",2003-05-16 00:00:00,[],Unscreened Stage B index row
50,1,004782,SUPPL     ,129,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/04782slr129ltr.pdf,2003-01-07 00:00:00,[],Unscreened Stage B index row
51,1,004782,SUPPL     ,133,0,"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/04782slr133,136ltr.pdf",2004-04-29 00:00:00,[],Unscreened Stage B index row
52,1,004782,SUPPL     ,136,0,"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/04782slr133,136ltr.pdf",2004-04-29 00:00:00,[],Unscreened Stage B index row
53,1,004782,SUPPL     ,137,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/04782s137ltr.pdf,2004-08-31 00:00:00,[],Unscreened Stage B index row
54,1,004782,SUPPL     ,139,0,"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2005/004782s138,139ltr.pdf",2005-04-12 00:00:00,[],Unscreened Stage B index row
55,1,004782,SUPPL     ,146,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/004782s146LTR.pdf,2006-04-25 00:00:00,[],Unscreened Stage B index row
56,1,004782,SUPPL     ,155,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2008/004782s155ltr.pdf,2008-03-05 00:00:00,[],Unscreened Stage B index row
57,1,004782,SUPPL     ,162,0,"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/004782s162,s164,s0167ltr.pdf",2011-10-31 00:00:00,[],Unscreened Stage B index row
58,1,005010,SUPPL     ,48,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/05010slr048ltr.pdf,2003-06-08 00:00:00,[],Unscreened Stage B index row
59,1,005010,SUPPL     ,51,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/005010s051ltr.pdf,2011-11-02 00:00:00,[],Unscreened Stage B index row
60,1,005378,SUPPL     ,24,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/05378s024ltr.pdf,2006-04-13 00:00:00,[],Unscreened Stage B index row
61,1,005378,SUPPL     ,26,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2007/005378s026ltr.pdf,2007-05-16 00:00:00,[],Unscreened Stage B index row
62,1,005378,SUPPL     ,28,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2013/005378Orig1s028ltr.pdf,2013-12-09 00:00:00,[],Unscreened Stage B index row
63,1,005378,SUPPL     ,30,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2015/005378Orig1s030ltr.pdf,2015-04-21 00:00:00,[],Unscreened Stage B index row
64,1,005619,SUPPL     ,18,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/05619slr018ltr.pdf,2004-05-28 00:00:00,[],Unscreened Stage B index row
65,1,005619,SUPPL     ,20,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2005/005619s020ltr.pdf,2005-06-07 00:00:00,[],Unscreened Stage B index row
66,1,005619,SUPPL     ,21,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/005619s021ltr.pdf,2011-03-23 00:00:00,[],Unscreened Stage B index row
67,1,005856,SUPPL     ,21,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/005856s021ltr.pdf,2012-06-08 00:00:00,[],Unscreened Stage B index row
68,1,005929,SUPPL     ,33,0,"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/05929slr032,033and20148slr007,008ltr.pdf",2003-07-31 00:00:00,[],Unscreened Stage B index row
69,1,006002,SUPPL     ,43,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2013/006002Orig1s043ltr.pdf,2013-11-08 00:00:00,[],Unscreened Stage B index row
70,1,006035,SUPPL     ,75,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2007/006035s07LTRd.pdf,2007-05-01 00:00:00,[],Unscreened Stage B index row
71,1,006035,SUPPL     ,78,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/006035s078ltr.pdf,2012-06-27 00:00:00,[],Unscreened Stage B index row
72,1,006134,SUPPL     ,30,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/006134Orig1s030ltr.pdf,2012-07-11 00:00:00,[],Unscreened Stage B index row
73,1,006134,SUPPL     ,31,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/006134Orig1s031ltr.pdf,2012-07-11 00:00:00,[],Unscreened Stage B index row
74,1,006134,SUPPL     ,37,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2015/006134Orig1s037ltr.pdf,2015-06-29 00:00:00,[],Unscreened Stage B index row
75,1,006134,SUPPL     ,38,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2015/006134Orig1s038ltr.pdf,2015-04-03 00:00:00,[],Unscreened Stage B index row
76,1,006188,SUPPL     ,20,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2010/006188s020ltr.pdf,2010-04-05 00:00:00,[],Unscreened Stage B index row
77,1,006188,SUPPL     ,22,0,"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/006188s021,s022ltr.pdf",2011-07-29 00:00:00,[],Unscreened Stage B index row
78,1,006188,SUPPL     ,24,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2015/006188Orig1s024ltr.pdf,2015-02-12 00:00:00,[],Unscreened Stage B index row
79,1,006188,SUPPL     ,25,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2016/006188Orig1s025ltr.pdf,2016-01-20 00:00:00,[],Unscreened Stage B index row
80,1,006488,SUPPL     ,74,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2010/006488s074ltr.pdf,2010-03-18 00:00:00,[],Unscreened Stage B index row
81,1,006695,SUPPL     ,31,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/06695slr031ltr.pdf,2004-03-02 00:00:00,[],Unscreened Stage B index row
82,1,006927,SUPPL     ,30,0,"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/06927slr030,09112slr021ltr.pdf",2003-07-06 00:00:00,[],Unscreened Stage B index row
83,1,007073,SUPPL     ,115,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2001/07073s115ltr.pdf,2004-05-27 00:00:00,[],Unscreened Stage B index row
84,1,007073,SUPPL     ,120,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/7073slr120ltr.pdf,2004-05-27 00:00:00,[],Unscreened Stage B index row
85,1,007073,SUPPL     ,125,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/007073Orig1s125ltr.pdf,2012-12-18 00:00:00,[],Unscreened Stage B index row
86,1,007073,SUPPL     ,128,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2014/007073Orig1s128ltr.pdf,2014-03-06 00:00:00,[],Unscreened Stage B index row
87,1,007337,SUPPL     ,45,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2010/007337s045ltr.pdf,2010-03-18 00:00:00,[],Unscreened Stage B index row
88,1,007409,SUPPL     ,40,0,"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2007/007409s040, 007961s026, 008370s031LTR.pdf",2007-02-12 00:00:00,[],Unscreened Stage B index row
89,1,008085,SUPPL     ,52,0,"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/08085slr052,scm055ltr.pdf",2003-11-05 00:00:00,[],Unscreened Stage B index row
90,1,008085,SUPPL     ,53,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/08085s53s54ltr.pdf,2002-02-20 00:00:00,[],Unscreened Stage B index row
91,1,008085,SUPPL     ,55,0,"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/08085slr052,scm055ltr.pdf",2003-11-05 00:00:00,[],Unscreened Stage B index row
92,1,008306,SUPPL     ,30,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2008/008306s030ltr.pdf,2008-11-28 00:00:00,[],Unscreened Stage B index row
93,1,008316,SUPPL     ,15,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/08316slr015ltr.pdf,2003-06-22 00:00:00,[],Unscreened Stage B index row
94,1,008316,SUPPL     ,17,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2008/008316s017ltr.pdf,2008-08-13 00:00:00,[],Unscreened Stage B index row
95,1,008316,SUPPL     ,21,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2015/008316Orig1s021ltr.pdf,2015-04-17 00:00:00,[],Unscreened Stage B index row
96,1,008316,SUPPL     ,22,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2016/008316Orig1s022ltr.pdf,2016-07-29 00:00:00,[],Unscreened Stage B index row
97,1,008370,SUPPL     ,30,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/08-370slr030ltr.pdf,2002-08-12 00:00:00,[],Unscreened Stage B index row
98,1,008372,SUPPL     ,45,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/008372s045ltr.pdf,2012-07-09 00:00:00,[],Unscreened Stage B index row
99,1,008381,SUPPL     ,26,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/08381slr027ltr.pdf,2003-07-06 00:00:00,[],Unscreened Stage B index row
100,1,008381,SUPPL     ,30,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2008/008381s030ltr.pdf,2008-11-13 00:00:00,[],Unscreened Stage B index row
101,1,008453,SUPPL     ,27,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2010/008453s027ltr.pdf,2010-11-30 00:00:00,[],Unscreened Stage B index row
102,1,008578,SUPPL     ,16,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/08578slr016ltr.pdf,2003-11-25 00:00:00,[],Unscreened Stage B index row
103,1,008708,SUPPL     ,25,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2008/008708s025ltr.pdf,2008-04-09 00:00:00,[],Unscreened Stage B index row
104,1,008762,SUPPL     ,20,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2001/08762s20s21s22s26ltr.pdf,2001-11-20 00:00:00,[],Unscreened Stage B index row
105,1,008762,SUPPL     ,22,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2001/08762s20s21s22s26ltr.pdf,2001-11-20 00:00:00,[],Unscreened Stage B index row
106,1,008762,SUPPL     ,32,0,"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/008762s032,s039,s040,s041ltr.pdf",2011-12-01 00:00:00,[],Unscreened Stage B index row
107,1,008762,SUPPL     ,38,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/008762s038ltr.pdf,2011-01-24 00:00:00,[],Unscreened Stage B index row
108,1,008762,SUPPL     ,39,0,"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/008762s032,s039,s040,s041ltr.pdf",2011-12-01 00:00:00,[],Unscreened Stage B index row
109,1,008762,SUPPL     ,40,0,"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/008762s032,s039,s040,s041ltr.pdf",2011-12-01 00:00:00,[],Unscreened Stage B index row
110,1,008762,SUPPL     ,42,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/008762s042ltr.pdf,2011-05-31 00:00:00,[],Unscreened Stage B index row
111,1,008762,SUPPL     ,47,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2013/008762Orig1s047ltr.pdf,2013-03-08 00:00:00,[],Unscreened Stage B index row
112,1,008762,SUPPL     ,51,0,"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2014/008762Orig1s051,010151Orig1s039ltr.pdf",2014-04-04 00:00:00,[],Unscreened Stage B index row
113,1,008762,SUPPL     ,52,0,"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2015/008762Orig1s052,10151Orig1s040ltr.pdf",2015-04-17 00:00:00,[],Unscreened Stage B index row
114,1,008809,SUPPL     ,54,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/08809s054ltr.pdf,2004-09-10 00:00:00,[],Unscreened Stage B index row
115,1,008809,SUPPL     ,66,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2013/008809Orig1s066ltr.pdf,2013-03-28 00:00:00,[],Unscreened Stage B index row
116,1,008816,SUPPL     ,32,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/08816s032ltr.pdf,2004-07-28 00:00:00,[],Unscreened Stage B index row
117,1,008845,SUPPL     ,65,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2010/008845s065ltr.pdf,2010-11-30 00:00:00,[],Unscreened Stage B index row
118,1,008848,SUPPL     ,24,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/08848scf024ltr.pdf,2004-06-14 00:00:00,[],Unscreened Stage B index row
119,1,009000,SUPPL     ,22,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/9000s022ltr.pdf,2002-06-04 00:00:00,[],Unscreened Stage B index row
120,1,009048,SUPPL     ,37,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/09048slr037ltr.pdf,2003-04-15 00:00:00,[],Unscreened Stage B index row
121,1,009053,SUPPL     ,20,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/09053s020ltr.pdf,2002-03-22 00:00:00,[],Unscreened Stage B index row
122,1,009053,SUPPL     ,21,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/09053slr021ltr.pdf,2002-09-06 00:00:00,[],Unscreened Stage B index row
123,1,009053,SUPPL     ,32,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/009053s032ltr.pdf,2011-05-31 00:00:00,[],Unscreened Stage B index row
124,1,009112,SUPPL     ,21,0,"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/06927slr030,09112slr021ltr.pdf",2003-07-06 00:00:00,[],Unscreened Stage B index row
125,1,009165,SUPPL     ,31,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2007/009165s031_ltr.pdf,2007-07-30 00:00:00,[],Unscreened Stage B index row
126,1,009165,SUPPL     ,32,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2014/009165Orig1s032ltr.pdf,2014-06-23 00:00:00,[],Unscreened Stage B index row
127,1,009170,SUPPL     ,33,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2009/009170s033ltr.pdf,2009-02-03 00:00:00,[],Unscreened Stage B index row
128,1,009170,SUPPL     ,34,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2009/009170s034ltr.pdf,2009-05-13 00:00:00,[],Unscreened Stage B index row
129,1,009170,SUPPL     ,35,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2010/009170s035ltr.pdf,2010-07-23 00:00:00,[],Unscreened Stage B index row
130,1,009175,SUPPL     ,37,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2009/009175s037ltr.pdf,2009-02-13 00:00:00,[],Unscreened Stage B index row
131,1,009175,SUPPL     ,38,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2010/009175s038ltr.pdf,2010-11-02 00:00:00,[],Unscreened Stage B index row
132,1,009175,SUPPL     ,39,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2010/009175s039ltr.pdf,2010-10-19 00:00:00,[],Unscreened Stage B index row
133,1,007409,SUPPL     ,41,0,"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/007409s041,007961s028,008370s032ltr.pdf",2011-08-02 00:00:00,[],Unscreened Stage B index row
134,1,007513,SUPPL     ,24,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2007/007513s024ltr.pdf,2007-10-04 00:00:00,[],Unscreened Stage B index row
135,1,007638,SUPPL     ,38,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2015/007638Orig1s038ltr.pdf,2015-12-29 00:00:00,[],Unscreened Stage B index row
136,1,007935,SUPPL     ,26,0,"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/07935slr025,026,028ltr.pdf",2002-12-26 00:00:00,[],Unscreened Stage B index row
137,1,007959,SUPPL     ,13,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/7959s013s015.pdf,2002-04-24 00:00:00,[],Unscreened Stage B index row
138,1,007959,SUPPL     ,15,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/7959s013s015.pdf,2002-04-24 00:00:00,[],Unscreened Stage B index row
139,1,007961,SUPPL     ,26,0,"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2007/007409s040, 007961s026, 008370s031LTR.pdf",2007-02-12 00:00:00,[],Unscreened Stage B index row
140,1,008085,SUPPL     ,54,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/08085s53s54ltr.pdf,2002-02-20 00:00:00,[],Unscreened Stage B index row
141,1,008085,SUPPL     ,58,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/008085s058LTR.pdf,2006-06-02 00:00:00,[],Unscreened Stage B index row
142,1,008085,SUPPL     ,66,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2016/008085Orig1s066ltr.pdf,2016-02-01 00:00:00,[],Unscreened Stage B index row
143,1,008107,SUPPL     ,54,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/08107s54ltr.pdf,2002-02-12 00:00:00,[],Unscreened Stage B index row
144,1,008107,SUPPL     ,55,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/08-107scm055ltr.pdf,2003-12-22 00:00:00,[],Unscreened Stage B index row
145,1,008173,SUPPL     ,15,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/08173slr015ltr.pdf,2003-04-15 00:00:00,[],Unscreened Stage B index row
146,1,008306,SUPPL     ,31,0,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2013/008306Orig1s031ltr.pdf,2013-05-13 00:00:00,[],Unscreened Stage B index row
147,1,008370,SUPPL     ,31,0,"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2007/007409s040, 007961s026, 008370s031LTR.pdf",2007-02-12 00:00:00,[],Unscreened Stage B index row
148,1,008370,SUPPL     ,32,0,"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/007409s041,007961s028,008370s032ltr.pdf",2011-08-02 00:00:00,[],Unscreened Stage B index row
149,1,008370,SUPPL     ,33,0,"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2013/007409Orig1s042,008370Orig1s033ltr.pdf",2013-01-15 00:00:00,[],Unscreened Stage B index row
